0311	Khai thác hải sản	Khai thác thủy sản	Giấy phép khai thác thuỷ sản
5630	Kinh doanh dịch vụ đồ uống	Kinh doanh thực phẩm thuộc lĩnh vực quản lý chuyên ngành	Giấy chứng nhận cơ sở đủ điều kiện an toàn thực phẩm
5811	Xuất bản sách	Hoạt động của nhà xuất bản	Giấy phép thành lập nhà xuất bản
5812	Xuất bản danh bạ và sổ địa chỉ	Hoạt động của nhà xuất bản	Giấy phép thành lập nhà xuất bản
5813	Xuất bản báo	Kinh doanh dịch vụ phát hành báo chí nhập khẩu	Giấy phép nhập khẩu báo chí
5819	Hoạt động xuất bản khác	Hoạt động của nhà xuất bản	Giấy phép thành lập nhà xuất bản
5820	Xuất bản phần mềm	Kinh doanh trò chơi trên mạng viễn thông, mạng Internet	Giấy phép cung cấp dịch vụ trò chơi điện tử G1/G2/G3/G4
5911	Hoạt động sản xuất phim điện ảnh, phim video và chương trình truyền hình	Kinh doanh dịch vụ phổ biến phim	Giấy phép phân loại phim
5912	Hoạt động hậu kỳ	Kinh doanh dịch vụ phổ biến phim	Giấy phép phân loại phim
5913	Hoạt động phát hành phim điện ảnh, phim video và chương trình truyền hình	Kinh doanh dịch vụ phổ biến phim	Giấy phép phân loại phim
5914	Hoạt động chiếu phim	Kinh doanh dịch vụ phổ biến phim	Giấy phép phân loại phim
5920	Hoạt động ghi âm và xuất bản âm nhạc	Kinh doanh dịch vụ phổ biến phim	Giấy phép phân loại phim
6010	Hoạt động phát thanh	Kinh doanh dịch vụ phát thanh, truyền hình trả tiền	Giấy phép cung cấp dịch vụ phát thanh, truyền hình trả tiền
6020	Hoạt động truyền hình	Kinh doanh dịch vụ phát thanh, truyền hình trả tiền	Giấy phép cung cấp dịch vụ phát thanh, truyền hình trả tiền
6110	Hoạt động viễn thông có dây	Kinh doanh dịch vụ viễn thông	Giấy phép cung cấp dịch vụ viễn thông có hạ tầng mạng
6120	Hoạt động viễn thông không dây	Kinh doanh dịch vụ viễn thông	Giấy phép cung cấp dịch vụ viễn thông không có hạ tầng mạng
6130	Hoạt động viễn thông vệ tinh	Kinh doanh dịch vụ viễn thông	Giấy phép thiết lập mạng viễn thông
6190	Hoạt động viễn thông khác	Kinh doanh dịch vụ viễn thông	Giấy phép nghiệp vụ viễn thông
6201	Lập trình máy vi tính	Kinh doanh sản phẩm, dịch vụ an ninh mạng	Giấy phép kinh doanh sản phẩm, dịch vụ an toàn thông tin mạng
6202	Tư vấn máy vi tính và quản trị hệ thống máy vi tính	Kinh doanh sản phẩm, dịch vụ an ninh mạng	Giấy phép kinh doanh sản phẩm, dịch vụ an toàn thông tin mạng
6209	Hoạt động dịch vụ công nghệ thông tin và dịch vụ liên quan khác	Kinh doanh sản phẩm, dịch vụ an ninh mạng	Giấy phép kinh doanh sản phẩm, dịch vụ an toàn thông tin mạng
6311	Xử lý dữ liệu, cho thuê và các hoạt động liên quan	Kinh doanh sản phẩm, dịch vụ phân tích, tổng hợp dữ liệu	Giấy chứng nhận đủ điều kiện kinh doanh sản phẩm, dịch vụ phân tích, tổng hợp dữ liệu
6312	Cổng thông tin	Kinh doanh dịch vụ mạng xã hội	Giấy phép cung cấp dịch vụ mạng xã hội
6391	Hoạt động của các hãng thông tấn	Kinh doanh dịch vụ mạng xã hội	Giấy xác nhận thông báo cung cấp dịch vụ mạng xã hội
6399	Hoạt động dịch vụ thông tin khác chưa được phân vào đâu	Kinh doanh dịch vụ thiết lập trang thông tin điện tử tổng hợp	Giấy phép thiết lập trang thông tin điện tử tổng hợp
6411	Hoạt động ngân hàng trung ương	Hoạt động kinh doanh của ngân hàng thương mại	Giấy phép thành lập và hoạt động của ngân hàng thương mại
6419	Hoạt động ngân hàng khác	Hoạt động kinh doanh của ngân hàng thương mại	Giấy phép thành lập và hoạt động của ngân hàng thương mại
6420	Hoạt động của công ty nắm giữ cổ phần, tài sản	Hoạt động kinh doanh của tổ chức tín dụng phi ngân hàng	Giấy phép thành lập và hoạt động của công ty tài chính
6430	Quỹ tín thác, quỹ đầu tư và các phương tiện tài chính tương tự	Kinh doanh dịch vụ quản lý quỹ hưu trí tự nguyện	Giấy chứng nhận đủ điều kiện kinh doanh dịch vụ quản lý quỹ bảo hiểm hưu trí bổ sung
6491	Cho thuê tài chính	Hoạt động kinh doanh của tổ chức tín dụng phi ngân hàng	Giấy phép thành lập và hoạt động của công ty tài chính bao thanh toán
6492	Hoạt động tín dụng khác	Hoạt động kinh doanh của ngân hàng hợp tác xã, quỹ tín dụng nhân dân, tổ chức tài chính vi mô	Giấy phép thành lập và hoạt động của quỹ tín dụng nhân dân
6499	Hoạt động dịch vụ tài chính khác chưa được phân vào đâu	Cung ứng dịch vụ trung gian thanh toán	Giấy phép cung ứng dịch vụ trung gian thanh toán
6511	Bảo hiểm nhân thọ	Hoạt động kinh doanh bảo hiểm	Giấy phép thành lập và hoạt động của doanh nghiệp bảo hiểm
6512	Bảo hiểm phi nhân thọ	Hoạt động kinh doanh bảo hiểm	Giấy phép thành lập và hoạt động của doanh nghiệp bảo hiểm
6520	Tái bảo hiểm	Hoạt động kinh doanh bảo hiểm	Giấy phép thành lập và hoạt động của doanh nghiệp tái bảo hiểm
6530	Bảo hiểm xã hội bắt buộc	Hoạt động kinh doanh bảo hiểm	Giấy phép thành lập và hoạt động của doanh nghiệp bảo hiểm
6611	Quản lý thị trường chứng khoán và hàng hóa	Hoạt động Sở Giao dịch hàng hóa	Giấy phép thành lập Sở giao dịch hàng hoá
6612	Hoạt động môi giới hợp đồng hàng hóa và chứng khoán	Kinh doanh chứng khoán	Chứng chỉ hành nghề chứng khoán / Giấy phép thành lập và hoạt động kinh doanh chứng khoán
6619	Hoạt động dịch vụ tài chính khác chưa được phân vào đâu	Cung ứng dịch vụ thông tin tín dụng	Giấy chứng nhận đủ điều kiện hoạt động cung ứng dịch vụ thông tin tín dụng
6621	Đánh giá rủi ro và thiệt hại bảo hiểm	Kinh doanh dịch vụ xếp hạng tín nhiệm	Giấy chứng nhận đủ điều kiện kinh doanh
6622	Hoạt động đại lý và môi giới bảo hiểm	Hoạt động kinh doanh bảo hiểm	Giấy phép thành lập và hoạt động của doanh nghiệp bảo hiểm
6629	Hoạt động hỗ trợ dịch vụ tài chính khác chưa được phân vào đâu	Kinh doanh dịch vụ xếp hạng tín nhiệm	Giấy chứng nhận đủ điều kiện kinh doanh
6630	Hoạt động quản lý quỹ	Kinh doanh dịch vụ quản lý quỹ hưu trí tự nguyện	Giấy chứng nhận đủ điều kiện kinh doanh dịch vụ quản lý quỹ bảo hiểm hưu trí bổ sung
6810	Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê	Kinh doanh bất động sản	Chứng chỉ hành nghề môi giới BĐS / Sàn giao dịch BĐS
6820	Tư vấn, môi giới, đấu giá bất động sản, đấu giá quyền sử dụng đất	Kinh doanh bất động sản	Chứng chỉ hành nghề môi giới bất động sản
6910	Hoạt động pháp luật	Hành nghề luật sư	Chứng chỉ hành nghề luật sư / Giấy đăng ký hoạt động tổ chức hành nghề luật sư
6920	Hoạt động kế toán, kiểm toán và tư vấn về thuế	Kinh doanh dịch vụ kiểm toán	Giấy chứng nhận đăng ký hành nghề kiểm toán / Giấy chứng nhận đủ điều kiện kinh doanh dịch vụ kiểm toán
7010	Hoạt động của trụ sở văn phòng	Hành nghề quản lý dự án đầu tư xây dựng	Chứng chỉ năng lực hoạt động xây dựng lĩnh vực quản lý dự án
7020	Hoạt động tư vấn quản lý	Kinh doanh dịch vụ đánh giá, thẩm định giá và giám định công nghệ	Giấy chứng nhận đủ điều kiện hoạt động dịch vụ giám định công nghệ
7110	Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan	Hành nghề thiết kế, thẩm tra thiết kế xây dựng	Chứng chỉ năng lực hoạt động xây dựng lĩnh vực thiết kế xây dựng
7120	Thử nghiệm và phân tích kỹ thuật	Kinh doanh dịch vụ đánh giá sự phù hợp	Giấy chứng nhận đăng ký hoạt động công
7210	Nghiên cứu khoa học và phát triển thực nghiệm về khoa học tự nhiên và kỹ thuật	Kinh doanh dịch vụ tiến hành công việc bức xạ	Giấy phép tiến hành công việc bức xạ
7310	Quảng cáo	Hoạt động thương mại điện tử	Giấy phép kinh doanh dịch vụ chứng thực hợp đồng điện tử trong thương mại
7420	Hoạt động nhiếp ảnh	Kinh doanh dịch vụ giám định di vật, cổ vật	Giấy chứng nhận chuyên gia giám định di vật, cổ vật
7490	Hoạt động chuyên môn, khoa học và công nghệ khác chưa được phân vào đâu	Kinh doanh dịch vụ đánh giá, thẩm định giá và giám định công nghệ	Giấy chứng nhận đủ điều kiện hoạt động dịch vụ giám định công nghệ
7500	Hoạt động thú y	Kinh doanh dịch vụ tiêm phòng, chẩn đoán bệnh, kê đơn, chữa bệnh, chăm sóc sức khỏe động vật	
7410	Hoạt động thiết kế chuyên dụng	Hành nghề tư vấn lập quy hoạch đô thị và nông thôn	Chứng chỉ hành nghề lập quy hoạch đô thị và nông thôn
7711	Cho thuê xe có động cơ	Kinh doanh vận tải đường bộ	Giấy phép kinh doanh vận tải bằng xe ô tô
7721	Cho thuê và kinh doanh đồ thể thao và thiết bị vui chơi giải trí	Kinh doanh hoạt động thể thao	Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao
7911	Hoạt động đại lý du lịch	Kinh doanh dịch vụ lữ hành	Giấy phép kinh doanh dịch vụ lữ hành
7912	Hoạt động điều hành tour du lịch	Kinh doanh dịch vụ lữ hành	Giấy phép kinh doanh dịch vụ lữ hành quốc tế
7990	Dịch vụ đặt chỗ và các hoạt động hỗ trợ liên quan đến quảng bá và đặt chỗ du lịch	Kinh doanh dịch vụ lữ hành	Giấy phép kinh doanh dịch vụ lữ hành
8010	Hoạt động bảo vệ và điều tra	Kinh doanh dịch vụ bảo vệ	Giấy chứng nhận đủ điều kiện về an ninh, trật tự
8121	Làm vệ sinh công trình xây dựng	Kinh doanh dịch vụ xoa bóp	Giấy chứng nhận đủ điều kiện về an ninh, trật tự
8291	Hoạt động thu hồi nợ và đánh giá hệ số tín nhiệm	Kinh doanh dịch vụ xếp hạng tín nhiệm	Giấy chứng nhận đủ điều kiện kinh doanh
8292	Hoạt động đóng gói	Hoạt động thương mại điện tử	Giấy phép kinh doanh dịch vụ chứng thực hợp đồng điện tử
8510	Giáo dục mầm non	Hoạt động giáo dục mầm non	Quyết định thành lập hoặc cho phép trường mầm non hoạt động giáo dục
8521	Giáo dục tiểu học	Hoạt động giáo dục phổ thông	Quyết định thành lập trường tiểu học công lập hoặc cho phép thành lập trường tiểu học tư thục
8522	Giáo dục trung học cơ sở	Hoạt động giáo dục phổ thông	Quyết định thành lập trường tiểu học công lập hoặc cho phép thành lập trường tiểu học tư thục
8523	Giáo dục trung học phổ thông	Hoạt động giáo dục phổ thông	Quyết định thành lập trường tiểu học công lập hoặc cho phép thành lập trường tiểu học tư thục
8530	Giáo dục nghề nghiệp	Hoạt động giáo dục nghề nghiệp	Giấy chứng nhận đăng ký hoạt động giáo dục nghề nghiệp
8541	Giáo dục cao đẳng không liên kết với giáo dục đại học	Hoạt động giáo dục đại học	Quyết định cho phép hoạt động đào tạo đối với trường đại học
8542	Giáo dục đại học	Hoạt động giáo dục đại học	Quyết định cho phép hoạt động đào tạo đối với trường đại học
8549	Giáo dục khác chưa được phân vào đâu	Hoạt động giáo dục thường xuyên	Quyết định thành lập/cho phép thành lập trung tâm giáo dục thường xuyên
8551	Đào tạo thể thao và giải trí	Kinh doanh hoạt động thể thao	Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao
8559	Giáo dục khác	Kinh doanh dịch vụ đào tạo lái xe ô tô	Giấy phép đào tạo lái xe ô tô
8560	Hoạt động dịch vụ hỗ trợ giáo dục	Kinh doanh dịch vụ đánh giá kỹ năng nghề	Giấy chứng nhận hoạt động đánh giá kỹ năng nghề quốc gia
8610	Hoạt động của bệnh viện	Kinh doanh dịch vụ khám bệnh, chữa bệnh	Giấy phép hành nghề khám bệnh, chữa bệnh / Giấy phép hoạt động khám bệnh, chữa bệnh
8620	Hoạt động của các cơ sở y tế và khám chữa bệnh chuyên khoa	Kinh doanh dịch vụ khám bệnh, chữa bệnh	Giấy phép hành nghề khám bệnh, chữa bệnh / Giấy phép hoạt động khám bệnh, chữa bệnh
8630	Hoạt động nha khoa và chỉnh hình	Kinh doanh dịch vụ khám bệnh, chữa bệnh	Giấy phép hành nghề khám bệnh, chữa bệnh
8690	Hoạt động y tế khác	Kinh doanh dịch vụ hỗ trợ ứng dụng năng lượng nguyên tử	Chứng chỉ hành nghề dịch vụ hỗ trợ ứng dụng năng lượng nguyên tử
8710	Hoạt động chăm sóc điều dưỡng tập trung	Kinh doanh dịch vụ khám bệnh, chữa bệnh	Giấy phép hoạt động khám bệnh, chữa bệnh
8720	Hoạt động trợ giúp tập trung đối với người tâm thần, người chậm phát triển trí tuệ và người nghiện chất gây nghiện	Kinh doanh dịch vụ cai nghiện ma túy tự nguyện	Giấy phép hoạt động đối với cơ sở cai nghiện ma túy tự nguyện
9000	Hoạt động sáng tác, nghệ thuật và giải trí	Kinh doanh dịch vụ ka-ra-ô-kê, vũ trường	Giấy phép đủ điều kiện kinh doanh dịch vụ karaoke hoặc dịch vụ vũ trường
9102	Hoạt động của bảo tàng	Kinh doanh dịch vụ giám định di vật, cổ vật	Giấy chứng nhận đủ điều kiện kinh doanh giám định di vật, cổ vật
9103	Hoạt động của các di tích lịch sử văn hóa và danh lam thắng cảnh	Kinh doanh dịch vụ lập quy hoạch, dự án tu bổ di tích	Chứng chỉ hành nghề bảo quản, tu bổ, phục hồi di tích
9200	Hoạt động xổ số, đặt cược	Kinh doanh xổ số	Giấy chứng nhận đủ điều kiện kinh doanh xổ số
9211	Hoạt động casino	Kinh doanh trò chơi có thưởng	Giấy chứng nhận đủ điều kiện kinh doanh casino
9212	Hoạt động trò chơi điện tử có thưởng, trò chơi trực tuyến có thưởng	Kinh doanh trò chơi có thưởng	Giấy chứng nhận đủ điều kiện kinh doanh trò chơi điện tử có thưởng
9319	Hoạt động thể thao khác	Kinh doanh hoạt động thể thao	Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao
9321	Hoạt động của công viên vui chơi và công viên theo chủ đề	Kinh doanh hoạt động thể thao	Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao
9329	Hoạt động vui chơi và giải trí khác	Kinh doanh dịch vụ ka-ra-ô-kê, vũ trường	Giấy phép đủ điều kiện kinh doanh dịch vụ karaoke hoặc dịch vụ vũ trường
9411	Hoạt động của các tổ chức kinh doanh và tổ chức chủ lao động	Hành nghề luật sư	Chứng chỉ hành nghề luật sư
9491	Hoạt động của các tổ chức tôn giáo	Hành nghề công chứng	Quyết định bổ nhiệm công chứng viên
9511	Sửa chữa máy vi tính và thiết bị ngoại vi	Dịch vụ gia công, sửa chữa hàng hóa CNTT đã qua sử dụng	Văn bản cho phép thực hiện hoạt động gia công, sửa chữa hàng hoá
9512	Sửa chữa thiết bị truyền thông	Kinh doanh dịch vụ viễn thông	Giấy phép cung cấp dịch vụ viễn thông
9601	Giặt là, làm sạch các sản phẩm dệt may và da lông thú	Kinh doanh dịch vụ xoa bóp	Giấy chứng nhận đủ điều kiện về an ninh, trật tự
9602	Cắt tóc, làm đầu tóc, gội đầu	Kinh doanh dịch vụ xoa bóp	Giấy chứng nhận đủ điều kiện về an ninh, trật tự
9603	Hoạt động dịch vụ tang lễ và các dịch vụ liên quan	Kinh doanh dịch vụ xoa bóp	Giấy chứng nhận đủ điều kiện về an ninh, trật tự
9609	Hoạt động dịch vụ phục vụ cá nhân khác chưa được phân vào đâu	Kinh doanh dịch vụ xoa bóp	Giấy chứng nhận đủ điều kiện về an ninh, trật tự
6499	Hoạt động cung cấp dịch vụ liên quan đến tài sản mã hoá	Hoạt động cung cấp dịch vụ liên quan đến tài sản mã hoá	Giấy phép cung cấp dịch vụ tổ chức thị trường giao dịch tài sản mã hóa
6312	Kinh doanh dịch vụ sàn dữ liệu	Kinh doanh dịch vụ sàn dữ liệu	Giấy chứng nhận đủ điều kiện kinh doanh hoạt động sàn dữ liệu
6311	Dịch vụ xử lý dữ liệu cá nhân	Dịch vụ xử lý dữ liệu cá nhân	Giấy chứng nhận đủ điều kiện kinh doanh dịch vụ xử lý dữ liệu cá nhân
6492	Hoạt động cầm đồ	Kinh doanh dịch vụ cầm đồ	Giấy chứng nhận đủ điều kiện về an ninh, trật tự
4649	Bán buôn vũ khí, đạn dược	Kinh doanh quân trang, quân dụng cho lực lượng vũ trang	Giấy chứng nhận đủ điều kiện về an ninh, trật tự
4772	Bán lẻ vũ khí, đạn dược và thiết bị an ninh trong các cửa hàng chuyên doanh	Kinh doanh công cụ hỗ trợ	Giấy phép kinh doanh công cụ hỗ trợ
4771	Bán buôn thiết bị, pháo các loại	Kinh doanh các loại pháo, trừ pháo nổ	Giấy chứng nhận đủ điều kiện về an ninh, trật tự
4762	Bán lẻ thiết bị ghi âm, ghi hình, định vị ngụy trang trong các cửa hàng chuyên doanh	Kinh doanh thiết bị, phần mềm ngụy trang dùng để ghi âm, ghi hình, định vị	Giấy chứng nhận đủ điều kiện về an ninh, trật tự
1811	In ấn	Kinh doanh dịch vụ in	Giấy phép hoạt động in
1812	Dịch vụ liên quan đến in ấn	Kinh doanh dịch vụ in	Giấy phép hoạt động in
7120	Đo đạc, lập bản đồ và khảo sát địa lý	Kinh doanh dịch vụ đo đạc và bản đồ	Giấy phép hoạt động đo đạc và bản đồ
7490	Dự báo, cảnh báo khí tượng thủy văn	Kinh doanh dịch vụ dự báo, cảnh báo khí tượng thủy văn	Giấy phép hoạt động dự báo, cảnh báo khí tượng thuỷ văn
3600	Thăm dò, khai thác nước dưới đất	Kinh doanh dịch vụ khoan nước dưới đất, thăm dò nước dưới đất	Giấy phép thăm dò nước dưới đất / Giấy phép hành nghề khoan nước
4330	Khoan và khai thác nước ngầm	Kinh doanh dịch vụ khai thác tài nguyên nước	Giấy phép khai thác nước bề mặt/dưới đất/biển
6910	Hoạt động công chứng	Hành nghề công chứng	Quyết định bổ nhiệm công chứng viên / Giấy đăng ký hoạt động văn phòng công chứng
6910	Hoạt động giám định tư pháp	Hành nghề giám định tư pháp	Giấy đăng ký hoạt động văn phòng giám định tư pháp
6311	Kinh doanh dịch vụ lưu trữ dữ liệu và thông tin	Kinh doanh dịch vụ lưu trữ	Chứng chỉ hành nghề lưu trữ / Giấy chứng nhận đủ điều kiện kinh doanh dịch vụ lưu trữ
9102	Kinh doanh di vật, cổ vật	Kinh doanh di vật, cổ vật	Giấy chứng nhận chuyên gia giám định cổ vật / Giấy chứng nhận đủ điều kiện kinh doanh di vật, cổ vật
6621	Thẩm định giá tài sản	Kinh doanh dịch vụ thẩm định giá	Thẩm định viên về giá / Giấy chứng nhận đủ điều kiện kinh doanh dịch vụ thẩm định giá
6910	Hoạt động đại diện sở hữu trí tuệ	Kinh doanh dịch vụ đại diện quyền sở hữu trí tuệ	Chứng chỉ hành nghề dịch vụ đại diện sở hữu công nghiệp
7490	Tư vấn sở hữu trí tuệ	Kinh doanh dịch vụ đại diện quyền sở hữu trí tuệ	Chứng chỉ hành nghề dịch vụ đại diện sở hữu công nghiệp
7120	Kiểm định kỹ thuật an toàn lao động	Kinh doanh dịch vụ kiểm định kỹ thuật an toàn lao động	Giấy chứng nhận đủ điều kiện hoạt động kiểm định kỹ thuật an toàn lao động
7820	Hoạt động của các trung tâm, cơ sở giới thiệu lao động	Kinh doanh dịch vụ đưa người lao động đi làm việc ở nước ngoài	Giấy phép hoạt động dịch vụ đưa người lao động Việt Nam đi làm việc ở nước ngoài
6411	Hoạt động của ngân hàng thương mại và các tổ chức nhận tiền gửi có điều kiện	Hoạt động kinh doanh của ngân hàng hợp tác xã, quỹ tín dụng nhân dân	Giấy phép thành lập và hoạt động của ngân hàng hợp tác xã / quỹ tín dụng nhân dân
6612	Kinh doanh lưu ký, thanh toán chứng khoán	Kinh doanh dịch vụ đăng ký, lưu ký, bù trừ và thanh toán chứng khoán	Giấy chứng nhận đăng ký hoạt động lưu ký chứng khoán
7120	Quan trắc môi trường	Kinh doanh dịch vụ quan trắc môi trường	Giấy chứng nhận đủ điều kiện hoạt động dịch vụ quan trắc môi trường
5223	Quản lý, khai thác cảng hàng không, sân bay	Kinh doanh cảng hàng không	Giấy phép kinh doanh cảng hàng không
8559	Đào tạo nghiệp vụ nhân viên hàng không	Kinh doanh dịch vụ đào tạo, huấn luyện nghiệp vụ nhân viên hàng không	Giấy chứng nhận cơ sở đủ điều kiện đào tạo, huấn luyện nghiệp vụ nhân viên hàng không
8559	Đào tạo lái xe ô tô	Kinh doanh dịch vụ đào tạo lái xe ô tô	Giấy phép đào tạo lái xe ô tô
8559	Dịch vụ sát hạch lái xe	Kinh doanh dịch vụ sát hạch lái xe	Giấy phép sát hạch
7120	Thẩm tra an toàn giao thông đường bộ	Kinh doanh dịch vụ thẩm tra an toàn giao thông	Thẩm tra viên an toàn giao thông
4312	Kinh doanh dịch vụ nổ mìn	Kinh doanh dịch vụ nổ mìn	Giấy phép dịch vụ nổ mìn
0899	Ngành nghề có sử dụng vật liệu nổ công nghiệp và tiền chất thuốc nổ	Kinh doanh ngành, nghề có sử dụng vật liệu nổ công nghiệp và tiền chất thuốc nổ	Giấy phép sử dụng vật liệu nổ công nghiệp
2051	Kinh doanh tiền chất thuốc nổ	Kinh doanh tiền chất thuốc nổ	Giấy phép kinh doanh tiền chất thuốc nổ
2013	Kinh doanh tiền chất công nghiệp	Kinh doanh tiền chất công nghiệp	Giấy phép xuất khẩu, nhập khẩu tiền chất công nghiệp
6499	Kinh doanh dịch vụ tin cậy và xác thực điện tử	Kinh doanh dịch vụ tin cậy	Giấy phép kinh doanh dịch vụ tin cậy
6209	Kinh doanh dịch vụ xác thực điện tử	Kinh doanh dịch vụ xác thực điện tử	Giấy xác nhận đủ điều kiện kinh doanh dịch vụ xác thực điện tử
6209	Kinh doanh sản phẩm, dịch vụ mật mã dân sự	Kinh doanh sản phẩm, dịch vụ mật mã dân sự	Giấy phép kinh doanh sản phẩm, dịch vụ mật mã dân sự
